class,hash,time,token,type,amount,from,to,fee,USDAmount,priority
VAULT,0x8be68bd6c77fa20cc5d00407e461ae0201810082bfb53ae4ef42100d646dd2d4,1709566718627,USDC,vaultLeaderCommission,0.309224,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.309224,0
VAULT,0x2d4b682ddd55ba32ccaa0407e439dc0202cc0016afca71e26f9c4ce3fcebc6c5,1709562837527,USDC,vaultLeaderCommission,1.437578,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.437578,0
VAULT,0x0d353e0cb5fbd04c8e0b0407e3e0df0201e1003d8619c0e0d7798b4281e75052,1709554428529,USDC,vaultLeaderCommission,2.719994,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.719994,0
VAULT,0xb57fb8509ea30767356d0407e1c9170146001096c3d5243c6807007c21f3cad8,1709504136558,USDC,vaultLeaderCommission,1.281843,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.281843,0
VAULT,0x96fd1c31270096a02dc10407e0821f011800eef303578b7d5695cae8b05d06f3,1709474311904,USDC,vaultLeaderCommission,0.159138,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.159138,0
VAULT,0x91e1140b17dae5a213020407e04b7f02018700f95c12d3fa3409b9a80c43e401,1709469301447,USDC,vaultLeaderCommission,6.572849,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,6.572849,0
VAULT,0xf89966e7ff3cbf8caf5c0407e03bc9020132005d9f21c2ddb5cd8be4311a1117,1709467826078,USDC,vaultLeaderCommission,1.568494,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.568494,0
VAULT,0xda21a968fa5b955109f80407e02db001c8008f4c59aeec3648068e7ff3140551,1709466531057,USDC,vaultLeaderCommission,0.120491,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.120491,0
VAULT,0xe5c313baa96969ccaf930407dc44bf014600d2fa3834fcc708e2adb3d8b4bd7a,1709374642314,USDC,vaultLeaderCommission,0.101101,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.101101,0
VAULT,0xd9d65083b43fa2e3b3750407dbed3f01ad001c9dc0b1da0b346c322756331025,1709366390256,USDC,vaultLeaderCommission,0.267183,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.267183,0
VAULT,0x68c3b3d174e0e49c97f60407dbe588012500f60678a5e13856ab0243c3c7f4ed,1709365675578,USDC,vaultLeaderCommission,17.540912,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,17.540912,0
VAULT,0xefc58e244b85e02874980407dbb861019c000186932144999ee135c2276dfb7d,1709361457363,USDC,vaultLeaderCommission,0.216798,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.216798,0
VAULT,0x3d7b466a4ee0a3f615590407dbb5a70202a2000d8cb10565af20f59262bff6fc,1709361206426,USDC,vaultLeaderCommission,1.817579,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.817579,0
VAULT,0xdd20a68e103b2df0ad410407dba45a019300f974d228a894d8969c0ea4f1a8df,1709359599505,USDC,vaultLeaderCommission,0.018195,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.018195,0
VAULT,0x50d322b01d08fb387cea0407db6014015600125278a1408ad922483cef4d83de,1709353276066,USDC,vaultLeaderCommission,4.090317,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,4.090317,0
VAULT,0x904c1882227cc1a181cd0407daeb140202dc0072d85deb63ec13ea495f9c3512,1709342375692,USDC,vaultLeaderCommission,6.381364,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,6.381364,0
VAULT,0xafdb6e8fa5f5196a95090407da795801390019946d707bb29ce3073b1c5c4e9e,1709331890565,USDC,vaultLeaderCommission,2.394773,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.394773,0
VAULT,0x74d15c18d0d5d0809def0407d91b5c02023000899deb9d8a0dc0d8e82611f8bc,1709299402470,USDC,vaultLeaderCommission,6.27962,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,6.27962,0
VAULT,0xdb16b25770c849ce30ad0407d8894102017d00bbbdd4e6130c5e3a5745a49794,1709286149380,USDC,vaultLeaderCommission,4.069084,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,4.069084,0
VAULT,0x5f9c9a1fa18bf6e3b15e0407d745b601cd0085cb49070d9b69c38e43fc8493a0,1709256826719,USDC,vaultLeaderCommission,0.250421,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.250421,0
VAULT,0x28c03013cec4887c31040407d6ad3c01650048873efaeb8a4a2654862eac0174,1709242746439,USDC,vaultLeaderCommission,0.150357,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.150357,0
VAULT,0xec1ae09178c417ace13f0407d601c101960096c026e0bad1c79d52ce8d5a257d,1709226628092,USDC,vaultLeaderCommission,0.501023,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.501023,0
VAULT,0x3cb14b215c291975aa230407d5be2e01550094aac0951e4df1b4f93a7a1bd047,1709220271943,USDC,vaultLeaderCommission,4.581208,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,4.581208,0
VAULT,0xd629e2b8225dfa0357490407d542770141008f16be1e930153c492651ea54226,1709208695711,USDC,vaultLeaderCommission,0.85822,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.85822,0
VAULT,0x086b1c7336f176fc93da0407d53ac2014c0038abbf253ff189b8ebb90d6aed7b,1709207953294,USDC,vaultLeaderCommission,0.124409,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.124409,0
VAULT,0x008eef5f996ccf30035d0407d4604d02010d006c77e7a853496294ba1eea953e,1709187570888,USDC,vaultLeaderCommission,2.288875,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.288875,0
VAULT,0xa23b2700bfda5aa7fbfa0407d3df13014a00e0f2110574111a205e344b6da57c,1709175781316,USDC,vaultLeaderCommission,0.008242,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.008242,0
VAULT,0xef8273ffec02dbe6685a0407d31cef01a300f5a3dd606acaa787837b396c34a7,1709157927164,USDC,vaultLeaderCommission,4.322437,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,4.322437,0
VAULT,0x831cf703470800fe6b590407d26f0501fd007e41a3b690457bffc54a372f1e3d,1709141626022,USDC,vaultLeaderCommission,1.246776,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.246776,0
VAULT,0x7548ce2411c94bf37d830407d2220402035e003c574c4c080d47efe8da16ddee,1709134167190,USDC,vaultLeaderCommission,1.584372,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.584372,0
