class,hash,time,token,type,amount,from,to,fee,USDAmount,priority
SPOT,0xec870379a34cb7bd1d3604186ce40502012a00c06d4f6de0e75e37cd5b640aec,1733341982298,HYPE,Buy,1,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,11.156,0
SPOT,0x98aec5ef980268072fcb04186ce4040202a1009bad003225add290aa8e30c24c,1733341982179,HYPE,Buy,202.22,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,2255.96632,0
SPOT,0x91e814889814dbe37dab04186ce15701b50044e8f4dfc3f2ce114ebb197043f8,1733341938459,HYPE,Buy,60.86,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,678.95416,0
SPOT,0x9625842497d5b26f327304186cded202014800edfbf21c072198a8cb63b09321,1733341897063,HYPE,Buy,25.5,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,284.478,0
SPOT,0xc4f6b506ed0c995be7f504186cde8a02017e00335bb6034d41c0a0bb77e5fe61,1733341892419,HYPE,Buy,52.48,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,585.46688,0
SPOT,0x8c1bda074e0bee00840204186cda0e0201bc0054a41787397b163bf1c8dc4eb0,1733341818581,HYPE,Buy,109.44,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,851.86614,0
SPOT,0x7a04e3d3229a4863d89c04186cb54401f500a3cbc4eb39718fea7249ac266911,1733341218637,HYPE,Buy,333.43,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,3787.09794,0
SPOT,0xa0e557d67b0041f0b3f504186cb53b01f9002f1bb16875e3303aeddc366f5b6e,1733341218010,HYPE,Buy,2000,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,22716,0
SPOT,0x0879a093db2185718d2904186cb533020119007b6e4cee064388396e78d6c2c2,1733341217573,HYPE,Buy,938.2800000000001,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,1135.8,0
SPOT,0x12970b0e153fe3243073041869fe9702029e0023414b7f6d8b7ba981548f425b,1733329838772,HYPE,Buy,371.75,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,4107.837500000001,0
